hi-lo,volume,changePercent
2.25882352941175,81121447,0.95147
2.879078694817665,92979132,1.52
7.0564767485351085,93747831,6.62
2.822006472491918,91320515,-0.15404
5.900413829929251,139144691,1.63
9.767978464299437,116198600,-9.1
4.693877551020399,87727009,3.73
3.1530944625407002,90393034,-2.51
4.447995738447201,95743562,3.5
3.9900249376558734,123500980,2.45
5.161117796496858,105116378,-4.39
4.142931123770071,95110975,-2.75
3.6859378944710954,81276764,-2.3
4.655870445344121,71276790,4.02
2.734125463140412,100786881,0.15373
5.867850098619336,130277051,-1.89
4.363997024547478,99715266,-3.52
3.1738221183417377,94390003,-0.5086
3.031031994226618,74896059,1.03
5.229379605419545,123726423,-2.95
3.376841096874635,101348926,1.48
5.0921037193476515,129022026,-3.82
2.2808586762075045,77245627,0.37955
1.9661990500386624,79504586,-0.04412089
3.2545697726259495,102243838,2.08
7.351940095302916,130551596,-4.9
3.2680496001854302,102882257,-0.11542
2.747252747252754,69099563,1.49
2.5961875803999517,63214612,-0.2792
3.852808859153309,102554325,-2.71
6.8107251951578345,116931412,-4.63
2.839931153184166,100286930,-0.87738
5.551289083927594,98316830,2.89
3.256021409455845,72762633,2.17
3.6820835204310747,93028164,-0.45228
3.50957678632871,82386624,2.42
3.086493599712882,115167662,0.33469
3.3033033033033044,81239342,1.12
2.9858299595141697,86006812,0.35211
3.6525172754195387,84312424,-0.79622
2.8352778823234286,85236667,0.77558
2.737734706238649,69503675,1.3
1.5790112960038831,39934028,0.19417
2.5967662910338123,92154386,1.49
2.2753419404320607,99133226,-0.33028
3.833946934111966,108676267,2.15
4.928664072632941,97677018,3.73
6.051162186728991,108450030,-3.48
3.4063260340632557,112576217,0.30904
4.972587020272844,105099633,4.61
4.369918699186989,99633324,-3.07
3.668815071888936,84124889,0.76942
4.30858105668552,112405206,-3.8
6.32352941176472,127936997,4.68
4.776422764227631,152656482,2.13
3.361128928800519,133267142,-0.0508001
4.432647644326463,77977891,3.61
3.8471958818748164,103972012,-0.16358
4.009533155754941,94076943,3.31
7.714641227706341,114242720,-5.31
2.4516480523018216,79754516,0.46334
3.0702935631564787,103130933,0.38085
3.224043715846994,108252775,0.71116
5.702992659514408,108379598,3.66
3.4004857836833966,105144466,-0.62911
4.546088411658074,135306375,-2.31
7.231040564373901,126392243,6.61
3.6870642912470886,130873504,0.49444
3.075905407640151,117972535,0.19822
3.736228644419602,106314966,-2.31
2.1552397313759104,83312358,1.23
2.480766211336168,99029203,-0.9054
5.253042921204358,135933818,5.13
4.186903366270307,101104633,2.64
2.6575809199318488,79663461,1.04
2.843273231622747,86467631,1.11
3.93248651470332,105381710,-1.54
2.4271844660194275,97341453,0.41508
4.0428897873088365,151550962,0.9467
1.4635016955202576,64840736,-0.35727
2.555003548616036,75738467,1.21
5.1540818165435205,97801633,4.02
2.998500749625177,121310843,-0.74683
4.979102307832096,170133774,-2.25
4.566872055092418,124656029,-2.56
2.3404255319148937,89001262,0.10661
3.416651681352285,130536062,2.21
5.31169310217631,127815635,4.25
3.3911368015414216,124862303,-1.54
4.959318093762098,138288044,-4.11
3.864190583380233,107645387,-0.373
3.1496062992125977,114444046,0.6367
4.107308048103606,136847574,0.56243
3.29791132282887,95925348,2.2
3.5391838208739634,106414940,-1.96
2.9762998346500176,114308906,0.54845
4.503020318506318,142666088,0.95553
4.609994468006638,123761542,4.15
5.571134791549817,174019319,-4.43
2.4782689106713582,104260806,-1.9
4.519140989729215,118528799,2.74
5.403391093720884,120960302,3.67
4.116447246430556,129137040,-2.11
3.6168307967770743,116090395,-1.35
2.8494138863841396,125116328,1.37
5.105920695274307,127022074,4.67
2.2396416573348317,130149966,0.44743
3.0804774740084744,119365269,1.82
3.439206959336441,118020736,-1.07
4.676539360872965,136795565,-2.69
3.946329913180742,169794700,1.49
6.719751408040399,196497151,-0.15625
8.951753536136417,237918087,-4.01
4.2018456705281775,135145140,2.25
4.220446629788982,164177962,1.64
5.6843378351138885,201770283,-1.44
9.675392670157077,229016406,9.0
6.170921198668149,274559449,4.24
4.416685255409317,217162924,2.98
9.555345316934718,329540746,4.2
7.199625993454881,314857629,-4.31
9.359823399558504,196833664,-5.76
3.5627886518583782,145492831,1.05
5.4427645788337005,176331480,-3.74
4.085035431429763,151849878,-0.84175
5.009801786103255,151676603,4.27
6.242774566473995,159491951,5.24
3.8549793483249193,154386882,-2.13
3.220035778175308,127315772,0.22645
3.1180400890868563,138754366,-1.07
3.13508529276164,172781804,0.09195402
5.666223992917225,179769958,-1.12
3.881329466874865,167338744,-0.35635
5.072146917358987,150468750,-3.25
3.913317904481379,194902418,0.04161465
5.317460317460317,194496490,-1.05
4.906771344455348,138652614,4.16
6.78851174934725,255737195,3.87
5.107252298263534,139869852,3.36
4.380791912384173,183931672,0.25253
8.636545381847261,197598411,-6.64
5.830561533946398,181257193,-4.07
8.393519422213554,259894644,6.36
3.7222333400040015,161816206,0.0804829
7.770334928229669,267404217,1.23
6.39097744360902,267885091,3.66
10.949059395476644,271638824,6.69
4.551539491298541,158256926,4.42
4.692737430167585,173907982,-2.75
6.4572047670639305,188411120,4.34
5.054151624548725,203418890,2.07
7.745970651912434,218083551,4.28
2.9227557411273604,145006451,1.12
7.64511562057575,194042071,5.74
7.561532605937571,161325221,6.31
3.853259435207181,166370730,-1.15
7.5434243176178635,186650065,-5.44
3.472222222222236,139757931,0.74776
5.449452508276039,159783033,4.85
6.9072968060244175,280926257,0.97336
4.795783926218709,151274959,3.91
4.365846919038404,164361460,3.76
5.807327001356853,186021439,-0.38717
10.58823529411763,233447636,5.95
3.4409900392393618,181252011,-2.68
5.5833088451366395,217636421,-0.92325
9.098811938568533,179925857,-4.68
4.733727810650892,150970563,3.22
5.700852189244777,153054865,3.78
6.6066066066065945,182434593,-3.52
4.4444444444444535,131600334,-3.55
5.151953690303911,165067336,2.21
9.589434395635957,230450233,-3.78
5.442902881536817,163187260,3.1
4.913055478884885,172881234,1.06
6.1977903530045735,155266496,-4.35
5.711318795430935,175642070,-2.16
8.320950965824665,214026566,-5.85
8.668028137054687,289455464,-1.85
10.92491838955387,347692783,-7.65
4.677533664068029,112827494,3.54
4.333490343853046,177003936,-0.7601
5.299594175220814,188920095,2.06
4.1252123271050785,173667895,0.04863813
8.007492390540861,169900491,-6.13
5.94762538837106,150989965,-2.84
5.388961321164705,181655021,4.28
4.917337855023315,205503622,-0.04219409
13.544018058690746,272734914,13.0
4.535688708522334,137902727,-2.58
5.585045003461809,132142668,-2.39
1.567749160134385,67376495,-0.3581
3.832442067736183,178783485,3.08
5.916608432331717,146238628,3.47
3.8812251578209116,144111252,-1.58
5.927952576379376,194788520,-3.19
6.029684601113175,213462157,4.34
3.4234234234234147,191679351,-2.09
7.673964881855624,318265675,-2.92
5.091558731576599,214225934,-0.45106
7.781569965870294,307134205,5.79
8.92337536372454,328442358,6.45
6.458735854264411,215569120,-5.02
8.114558472553705,296056310,0.37135
5.116918844566711,200943411,1.98
8.522727272727272,382370168,-0.99283
5.201486138896829,212231762,-2.83
14.3003064351379,331476264,-10.26
7.889733840304183,215232441,-6.62
4.204491161012912,209561132,-1.09
10.115606936416174,255388631,9.87
6.603081438004409,256629412,-4.28
7.230025328114208,282519762,-0.56657
5.304919519383367,238399802,4.98
8.0930457959777,274621988,3.1
9.944190766108578,313729020,8.38
7.659142784681705,264851479,-0.6208
6.267515923566863,259851093,0.66976
9.111277072442112,346276949,-5.22
3.655352480417751,230025403,2.6
13.46153846153846,335066306,-11.49
18.36393989983306,414753605,16.89
3.882964178288219,200741873,-0.71311
7.592190889370946,264873490,-2.05
6.911105249274592,206499801,-3.23
8.73471425006239,250972638,-6.61
5.068919519786558,237543591,-1.3
9.0433992274483,229199463,4.2
3.940886699507385,231661842,3.11
8.174386920980936,223611285,4.87
8.967054743621494,256598806,-4.17
8.632040965618138,270097845,-4.32
8.828287497111162,256019454,5.9
8.634772462077018,271960605,-3.57
6.412639405204473,245303889,-0.66163
6.665090995036634,280651972,-2.25
4.603806994245238,215541977,-2.06
10.946083418107836,295557570,-6.33
4.92170022371365,161059331,0.2446
5.330620549338754,151346281,5.22
4.380165289256192,196071751,1.61
7.421875000000009,196865256,-3.05
3.938061556107823,154645915,1.11
11.260845486431606,195648328,-8.5
2.7442012414243706,136570562,2.08
4.635310156782547,149367903,4.04
6.465673810388671,205399911,3.81
6.628402147750414,165784782,5.46
5.945121951219507,180541688,-2.58
10.396667270422016,227231457,-6.84
7.080630213160333,198660232,2.81
5.702291411579496,170515258,-4.63
8.311597982959487,163507394,-4.9
3.9268788083953967,124220507,-0.13629
13.982137357560834,183138314,-11.97
4.4523597506678545,111026258,3.46
3.6697247706421883,93502799,1.27
3.5087719298245563,109754897,0.09250694
5.163823040918016,112487711,-3.89
4.542287864010039,112128332,-3.1
3.402545210984603,96070427,0.77831
4.754273504273508,131419172,-0.55985
4.810817839032639,110377897,0.20747
3.753910323253383,98154215,3.29
4.872795800242281,105593489,3.77
6.378070294476867,136680513,-3.7
3.6970118137595502,135777236,0.99613
3.49319123741859,109203007,-1.6
6.7068892942332,134380421,-1.88
5.218879224297728,141949314,2.5
3.678225466797704,126783591,1.29
7.623447877562808,147106852,6.23
6.4302884615384635,162687534,1.41
5.922823810948262,142641474,1.62
6.062461726883028,146073158,3.83
7.4991848712096525,162035946,3.06
9.450402144772118,170959452,7.48
5.465659834591871,115877790,-4.07
4.338842975206617,110448775,-1.49
8.531746031746037,149400421,-4.37
6.490066225165566,159690872,3.83
6.16800136309422,188563062,4.29
6.9788465015367915,149321695,4.83
8.101077666295057,159950223,-5.22
3.9498670717812487,154380179,1.98
8.35699797160243,175823501,4.0
8.642972536348939,180575499,5.66
7.978415879745617,159616512,-4.12
5.307735742518352,129224146,-4.01
5.8160668847691674,159729220,3.33
5.995953650910423,137866328,5.23
5.538461538461529,206122886,1.44
11.010682004930157,220553991,9.57
5.882352941176465,208600383,3.35
8.984047019311506,256203940,-0.24938
4.8187892285887735,190091082,0.40355
13.026241268642625,188120387,-9.58
5.405405405405405,169130990,-3.63
7.358106858938799,151817461,7.16
5.629272215520702,182686417,1.56
7.755102040816321,194486849,2.45
4.922067268252663,159204144,2.35
7.255731137324739,220590548,2.72
8.100810081008104,212142228,-4.92
10.475030450669921,274911522,3.49
5.820219874973061,196600532,-1.73
9.037656903765692,213365717,-4.9
7.0537167661421565,171676074,-5.2
9.938085410382607,137979721,-6.49
4.858910517579597,112852993,-1.3
7.88863109048724,137443295,6.08
6.441856948434909,150479319,-3.21
5.719528979966359,162361909,-3.02
10.627728435947608,168430655,9.34
8.729918157017273,199447091,-4.24
6.907043967746841,184579342,-0.75075
6.407676830212054,157517929,6.36
10.605542251111876,168565784,9.22
8.037825059101658,180641917,5.82
7.311990907368819,183244327,-0.92081
6.703710342355252,170520313,3.76
14.543425702064349,229055601,-4.57
7.063860149839459,196007772,0.14524
13.472549680026944,164052564,-10.52
5.721393034825871,153990710,1.63
5.164622336991612,159194041,-1.54
8.536982730531122,197974041,5.96
11.311417462000705,295496474,4.01
13.525462583920099,264765947,-6.77
8.83838383838383,231789787,-3.51
10.75201008986284,210209853,-6.27
9.852075254918857,233397170,-1.37
15.966946554711436,227776340,-11.46
14.991136996708033,219403415,9.48
4.890806852360415,142782819,0.39277
8.581937065794849,155952794,5.52
14.287546492240606,160058373,-9.56
10.986297987902718,172349168,5.6
7.346307513854881,158349342,-0.34058
10.424182112203004,166131641,-9.5
6.828800766742528,166439395,5.49
9.879101899827287,124412382,-7.86
12.961409395973153,134313244,-9.17
6.72234671012427,107814739,-5.28
8.497880698852475,86186327,7.34
4.668016625812635,87762702,1.42
7.837505129257284,83921773,-6.78
7.1508607517571665,95042309,5.73
8.358025952794517,123964077,-5.22
4.724088780289147,92957251,-3.35
3.977543058330961,102091222,-2.59
6.581044342364311,114826967,1.54
5.511737960471372,148429911,-2.04
7.286900525334684,86048819,-5.49
5.543496410085156,68757519,5.43
4.200659607706998,88081313,-0.85572
4.9355680956792725,84049433,-4.06
4.479319928069319,83909405,-1.61
4.581640942323315,102006698,1.71
5.658099016732795,91703722,4.57
4.821635085846457,99394685,-0.19285
6.660633484162909,85575253,4.76
5.046916279493492,102749717,-1.85
6.354729420382759,93344628,5.35
6.036294173829984,110547282,-0.13243
8.755129958960321,100784785,7.5
6.479481641468681,96030782,5.19
10.393837474232395,163087481,7.26
8.677047426601685,105703624,6.56
8.63465957189503,123132592,-4.66
9.89159891598915,98907429,-8.63
5.47235671658597,112787383,0.53452
6.226105953031133,109537083,2.73
12.0548576697015,177968047,-0.61335
12.96479104968739,124876318,-11.09
5.785123966942143,115911517,-2.2
8.550654386815324,111944345,-6.53
7.085000487947683,109747941,3.47
8.0927126301316,124072548,-3.62
6.3427407622926895,121700544,3.96
7.500498703371231,119186143,3.82
20.428918859164273,194867385,21.59
11.841004184100425,130460158,-10.15
8.692128457096542,131438076,-0.32626
6.816846229187065,113082733,-4.09
7.554156637659689,78835648,-6.16
5.511111111111101,93090521,1.81
3.7060023051688917,82085585,2.63
6.131058404424854,95062533,1.0
12.469895638212462,134255638,-9.36
8.466572777731754,127143349,-0.82617
3.7467700258397936,75537702,2.34
6.2036877477167005,79296605,4.44
6.068894777331403,76956117,-2.88
7.773000859845221,96534406,3.22
8.447819779844702,105574968,-4.35
4.729094895083,100815237,-1.1
5.882352941176478,101845845,0.94521
9.874873182279343,113751137,8.38
11.936936936936936,167016231,7.58
9.694258016405671,161764078,-6.93
13.572854291417174,207838061,-6.74
8.439755691282624,173748989,-1.66
18.089123867069482,255904575,6.76
9.330971062178353,171027338,-6.52
10.302282541640972,86098532,-6.27
6.848799578535406,91642198,-4.44
5.391073795846217,78170870,-2.63
4.352449138725446,89225817,4.02
10.205326285830456,86765910,-8.21
3.963115558171475,138371172,-0.84427
6.847439057792386,154326818,5.24
9.269419578400235,179217406,4.51
6.103638970437631,142713484,-3.24
5.651998385143322,154226586,1.29
9.41417242261448,133245246,-8.02
6.933911159263278,106648110,-4.28
3.755645352983119,76505152,1.97
2.7847197429489507,60248564,-1.36
2.850134330101621,56635824,-0.76121
2.9563585171281037,57747338,-0.14009
2.8636021100226063,72412510,-1.95
3.8409584777118653,62981636,3.77
3.2312925170068163,65654128,2.05
4.532542137491324,88611350,3.9
7.095578501456183,109562436,3.94
3.2854776366648197,120932938,0.88264
5.812417437252319,150136082,1.32
10.472124560522355,148109900,-8.31
10.2560859943092,134530604,7.0
5.0227716330513985,115466760,0.89541
4.956054687500003,89572606,-4.3
3.6769613494326814,101537690,1.03
5.124503789245766,106400964,-3.4
2.6946464766901217,102621738,1.12
3.963396157808613,135289192,3.5
6.475633269064563,152413966,1.99
10.672065835020575,240286878,-6.2
5.676212441540145,198216468,3.0
10.512112848819388,152057602,-8.15
7.243943391700657,151292998,-3.64
4.041481481481477,79465946,2.79
6.060606060606053,88841138,-3.56
4.9384199459297085,99120802,2.98
5.6003343483193,113012704,-0.46029
7.0577607136807625,89522396,-4.63
2.0101637492941853,64607152,0.39674
3.561452513966483,86841676,1.47
2.2858489454459736,57967932,-0.11819
3.202782942481859,51590808,2.75
3.169206484123611,69729108,-0.91062
3.879204517554641,63820392,2.25
1.9200991018891265,57719030,-1.47
6.131929389903999,96976726,-2.24
4.292764135798798,88118820,-2.86
1.6658845612388569,56459826,-0.37537
2.8738317757009275,85252714,-1.1
3.9276362770768825,80439724,2.72
3.870967741935472,72605226,2.81
2.1690873343058206,60085618,1.77
2.424867793112338,65022734,0.57766
4.352685909658757,67257164,3.99
2.5507169761448396,65368752,1.72
2.9834771556625914,72533916,0.32529
3.732399110691903,83987788,-0.97087
4.174784302811021,59475726,1.78
3.7321315400323805,70124156,-1.53
2.849559994412636,46050156,2.47
2.4850824850824798,59354868,-0.76655
1.9483269800931744,53225350,1.29
4.7076023391812845,50438266,4.11
1.8122400475341849,51429062,0.8321
3.0741135291431987,60874914,2.4
2.6819923371647505,70460676,0.39752
3.209757663296421,87201742,-2.22
4.059156702328494,68107650,-0.95344
3.0554478480030896,78566086,-2.43
2.7733088178962726,75407566,0.12372
5.749653880609161,117495378,4.82
5.111509034673613,81306412,3.03
7.439246156389486,128617932,-4.84
5.754701816428224,104353980,1.26
4.3056541282233205,117312028,-2.5
3.9123630672926555,97530602,-1.53
6.000923218956761,148822906,-4.73
2.911208151382824,78355460,0.11576
2.822925577416581,54775196,2.22
3.1488209731424206,69369572,1.77
4.10496994575575,87669416,2.02
3.088803088803086,71700642,-1.27
7.1272508099148695,121913630,-1.42
4.154220215352546,77325186,-3.17
3.3498077979132312,52615422,1.29
4.009401354901155,55892624,1.84
3.4677308380349667,59629156,-2.01
4.129793510324491,77774688,-2.08
4.539026197050312,69217740,-3.6
2.327901563019621,55286758,-1.21
2.763869417184067,63423020,-0.85628
1.7951425554382254,45185344,0.3431
2.182302062541584,46647394,1.84
2.4855452914202227,47649418,-1.21
1.8091779465169897,47783966,-0.34474
1.7449664429530354,45897938,-0.4793
3.089792889428599,45635190,2.68
3.1108321127153573,46159920,2.4
2.1693196224820483,53502484,-1.18
1.2263099219621094,38063512,-0.05574913
1.3006083490664886,36343472,0.44874
4.075795495173392,48266126,3.52
2.752361823997611,62541148,2.15
4.703899486708036,81623812,3.12
3.9358159249167337,65042360,-2.42
3.2890290605992516,83197584,-0.32782
4.402796370667848,61320786,1.06
1.4491692893215387,36644700,0.70495
2.950379973178349,39810104,1.46
3.1270841052241565,46593950,-1.55
3.237198351971752,53081216,-1.93
1.535873619542159,34210894,0.17528
2.0358842914683275,43152980,-0.26316
1.954207379320387,38670252,1.22
2.188054405677099,48428484,0.42931
4.029276390251245,63417826,1.18
2.3800613726517312,54559908,-1.37
2.3365194962828193,56559386,1.83
1.9734401661844323,44319246,0.95895
3.428913678221167,71970132,0.17929
6.800664953906604,89391058,-3.05
1.8633996038441938,42988814,0.82341
3.578056565956494,51949226,2.14
1.8012517172950584,47478702,1.77
2.8169014084507,40881682,2.47
5.395021211878659,60772346,2.53
2.7361134003626115,101143206,0.57462
4.32981633450566,63701446,-3.18
3.9683769958146162,68596484,-2.07
2.6602176541717126,68021348,-1.45
3.2135819311808467,59725002,0.24544
1.7054620880387175,43563094,-0.01529052
3.257124960851872,46437762,2.28
4.494202319072375,76262134,2.68
3.189842056364203,57637740,-1.27
3.3641317223406704,54799778,0.75318
2.2103840343484147,46750994,1.67
2.0344544708777716,41917488,0.39318
1.1747430249632875,40273308,-0.32547
1.9691499835904098,37279942,1.22
2.6099243620646666,44393850,2.44
1.6298811544991525,43496568,-0.827
1.9433882551753252,46836230,0.11891
1.7595307917888494,46998450,0.15574
3.5783195930538483,51789358,2.88
3.978300180831819,53854272,1.61
2.6095563754161715,71447264,-0.91546
5.531033240248627,72161774,4.76
5.67219152854513,78888994,-1.45
2.59693417493238,45054070,-1.62
3.5132198478811985,45411570,2.41
1.364055299539161,34169362,0.73787
3.278688524590164,58603436,2.77
2.0560218805998365,38901820,-1.15
3.7943464238284954,46472238,-1.46
2.0598710174222745,31096546,1.41
3.7478040210813868,45587606,3.32
3.3323235383217322,60516066,-0.58291
2.3977987421383626,41589312,0.15692
3.930002932838006,51931756,-2.18
1.7441860465116255,40928552,-0.17513
1.681329423264906,41608420,-0.76187
1.4832162373145943,39017464,0.42986
2.744021952175615,53364422,-0.9344
4.108496210610296,46090842,2.76
3.89676629603182,64066634,-3.09
5.210171250648673,69613214,4.25
6.2770322723744,95944852,5.77
4.329371816638368,65841978,-2.98
3.6597110754414146,69271156,-0.16928
4.732727656877249,72131670,3.34
5.089621597698615,104301028,-0.5298
6.471631205673763,118079028,-3.03
6.701030927835046,114403448,5.43
6.954944058058654,92107480,-6.34
3.160011490950873,79353374,-0.17311
4.720597135364138,84831634,2.47
4.432077909172209,68214586,-2.82
7.234212629896092,105616918,-3.03
3.7777984553828996,67111068,-2.63
2.8637413394919116,59220184,0.33551
5.173201718307282,74062192,-1.91
2.21632017584028,59475000,-0.6947
2.6308627415404207,59656308,-1.54
2.654062897654973,49988320,1.74
4.258470653582664,53941852,3.16
5.337578424946159,87424124,-3.29
4.8954328050267275,55528578,3.89
4.604154969118461,79141886,-1.55
4.23581186394058,79584098,-1.27
1.892744479495263,58743952,-0.08934954
2.298434530811697,60399048,1.79
4.78080295339178,80613714,-3.75
2.628696604600215,57511022,1.97
2.1298652341909254,54815986,0.52681
3.928266438941077,64719100,3.13
1.3737836290784315,56809660,0.41937
2.836320661808164,49493512,1.15
